"Gene > Systematic Name","Gene > Length","Gene > Transcripts > Length","Gene > Name"
"YML081C-A","180","411","ATP synthase"
"YML081C-A","180","412","ATP synthase"
"YML081C-A","180","416","ATP synthase"
"YML081C-A","180","417","ATP synthase"
"YML081C-A","180","419","ATP synthase"
"YML081C-A","180","422","ATP synthase"
"YML081C-A","180","533","ATP synthase"
"YML081W","3756","3954","Topoisomerase I Damage Affected"
"YML082W","1950","2138",""
"YML082W","1950","2147",""
"YML082W","1950","2189",""
"YML082W","1950","2199",""
"YML083C","1257","4394",""
"YML085C","1460","1639","TUBulin"
"YML085C","1460","1658","TUBulin"
"YML085C","1460","1695","TUBulin"
"YML085C","1460","1697","TUBulin"
"YML086C","1581","1829","D-Arabinono-1,4-Lactone Oxidase"
"YML086C","1581","1842","D-Arabinono-1,4-Lactone Oxidase"
"YML086C","1581","1856","D-Arabinono-1,4-Lactone Oxidase"
"YML086C","1581","1864","D-Arabinono-1,4-Lactone Oxidase"
"YML087C","939","1039","Altered Inheritance rate of Mitochondria"
"YML087C","939","1050","Altered Inheritance rate of Mitochondria"
"YML087C","939","1136","Altered Inheritance rate of Mitochondria"
"YML087C","939","1159","Altered Inheritance rate of Mitochondria"
"YML088W","2007","2190","UV-F-box-HO"
"YML088W","2007","2198","UV-F-box-HO"
"YML089C","369","1059",""
"YML092C","753","865","PRoteinase yscE"
"YML092C","753","873","PRoteinase yscE"
"YML092C","753","882","PRoteinase yscE"
"YML092C","753","892","PRoteinase yscE"
"YML092C","753","900","PRoteinase yscE"
"YML092C","753","993","PRoteinase yscE"
"YML092C","753","1048","PRoteinase yscE"
"YML093W","2700","2884","U Three Protein"
"YML093W","2700","2886","U Three Protein"
"YML094W","575","682","Gene Involved in Microtubule biogenesis"
"YML094W","575","687","Gene Involved in Microtubule biogenesis"
"YML094W","575","697","Gene Involved in Microtubule biogenesis"
"YML094W","575","872","Gene Involved in Microtubule biogenesis"
"YML094W","575","1319","Gene Involved in Microtubule biogenesis"
"YML095C","633","1651","RADiation sensitive"
"YML095C","633","1657","RADiation sensitive"
"YML096W","1578","1692",""
"YML096W","1578","1828",""
"YML096W","1578","1891",""
"YML097C","1356","1477","Vacuolar Protein Sorting"
"YML097C","1356","1484","Vacuolar Protein Sorting"
"YML097C","1356","1498","Vacuolar Protein Sorting"
"YML097C","1356","1510","Vacuolar Protein Sorting"
"YML098W","504","602","TATA binding protein-Associated Factor"
"YML098W","504","630","TATA binding protein-Associated Factor"
"YML098W","504","635","TATA binding protein-Associated Factor"
"YML098W","504","655","TATA binding protein-Associated Factor"
"YML098W","504","668","TATA binding protein-Associated Factor"
"YML098W","504","670","TATA binding protein-Associated Factor"
"YML098W","504","674","TATA binding protein-Associated Factor"
"YML098W","504","677","TATA binding protein-Associated Factor"
"YML098W","504","688","TATA binding protein-Associated Factor"
"YML098W","504","721","TATA binding protein-Associated Factor"
"YML098W","504","741","TATA binding protein-Associated Factor"
"YML098W","504","1118","TATA binding protein-Associated Factor"
"YML098W","504","1121","TATA binding protein-Associated Factor"
"YML099C","2643","2818","ARGinine requiring"
"YML099C","2643","2858","ARGinine requiring"
"YML100W","3297","3435","Trehalose Synthase Long chain"
"YML100W","3297","3460","Trehalose Synthase Long chain"
"YML100W","3297","3810","Trehalose Synthase Long chain"
"YML100W-A","174","865",""
"YML100W-A","174","1732",""
"YML101C","354","420","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","426","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","437","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","437","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","443","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","449","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","455","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","460","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","474","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","480","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","481","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","487","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","513","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C","354","520","Coupling of Ubiquitin conjugation to ER degradation"
"YML101C-A","318","1541",""
"YML102W","1407","1489","Chromatin Assembly Complex"
"YML102W","1407","1494","Chromatin Assembly Complex"
"YML102W","1407","1729","Chromatin Assembly Complex"
"YML102W","1407","1967","Chromatin Assembly Complex"
"YML104C","3384","3451","Mitochondrial Distribution and Morphology"
"YML104C","3384","3491","Mitochondrial Distribution and Morphology"
"YML104C","3384","3497","Mitochondrial Distribution and Morphology"
"YML105C","822","925","SECretory"
"YML105C","822","942","SECretory"
"YML105C","822","956","SECretory"
"YML105C","822","998","SECretory"
"YML105C","822","1007","SECretory"
"YML106W","681","1053","URAcil requiring"
"YML106W","681","1060","URAcil requiring"
"YML106W","681","1073","URAcil requiring"
"YML106W","681","1085","URAcil requiring"
"YML106W","681","1092","URAcil requiring"
"YML106W","681","1105","URAcil requiring"
"YML106W","681","1123","URAcil requiring"
"YML106W","681","1130","URAcil requiring"
"YML106W","681","1137","URAcil requiring"
"YML106W","681","1143","URAcil requiring"
"YML106W","681","1143","URAcil requiring"
"YML106W","681","1144","URAcil requiring"
"YML106W","681","1150","URAcil requiring"
"YML106W","681","1157","URAcil requiring"
"YML106W","681","1163","URAcil requiring"
"YML106W","681","1253","URAcil requiring"
"YML106W","681","2226","URAcil requiring"
"YML107C","1005","1146","Pre-mRNA Leakage"
"YML107C","1005","1192","Pre-mRNA Leakage"
"YML108W","318","527",""
"YML108W","318","539",""
"YML108W","318","554",""
"YML108W","318","566",""
"YML108W","318","567",""
"YML108W","318","578",""
"YML108W","318","583",""
"YML108W","318","605",""
"YML108W","318","1029",""
"YML108W","318","1045",""
"YML109W","2829","3420","Zillion Different Screens"
"YML110C","924","1204","COenzyme Q"
"YML110C","924","1224","COenzyme Q"
"YML110C","924","1227","COenzyme Q"
"YML110C","924","1229","COenzyme Q"
"YML110C","924","1234","COenzyme Q"
"YML110C","924","1243","COenzyme Q"
"YML110C","924","1257","COenzyme Q"
"YML110C","924","1694","COenzyme Q"
"YML110C","924","1907","COenzyme Q"
"YML112W","891","993","Carboxy-Terminal domain Kinase"
"YML112W","891","1048","Carboxy-Terminal domain Kinase"
"YML112W","891","1053","Carboxy-Terminal domain Kinase"
"YML113W","747","907","DATin"
"YML113W","747","907","DATin"
"YML113W","747","912","DATin"
"YML113W","747","1229","DATin"
"YML113W","747","1426","DATin"
"YML114C","1533","1608","TATA binding protein-Associated Factor"
"YML114C","1533","1751","TATA binding protein-Associated Factor"
"YML114C","1533","1787","TATA binding protein-Associated Factor"
"YML115C","1608","1871","VANadate resistance protein"
"YML115C","1608","1888","VANadate resistance protein"
"YML115C","1608","1933","VANadate resistance protein"
"YML115C","1608","1943","VANadate resistance protein"
"YML116W","1629","1875","AminoTriazole Resistance"
"YML116W","1629","1997","AminoTriazole Resistance"
"YML116W-A","303","2482",""
"YML116W-A","303","3142",""
"YML118W","1518","1675",""
"YML118W","1518","1853",""
"YML119W","1074","1148",""
"YML119W","1074","1154",""
"YML119W","1074","1156",""
"YML119W","1074","1162",""
"YML119W","1074","1164",""
"YML119W","1074","1170",""
"YML119W","1074","1195",""
"YML119W","1074","1597",""
"YML119W","1074","1644",""
"YML120C","1542","1903","NADH Dehydrogenase Internal"
"YML120C","1542","1926","NADH Dehydrogenase Internal"
"YML120C","1542","1930","NADH Dehydrogenase Internal"
"YML120C","1542","1935","NADH Dehydrogenase Internal"
"YML120C","1542","1952","NADH Dehydrogenase Internal"
"YML120C","1542","1961","NADH Dehydrogenase Internal"
"YML120C","1542","2000","NADH Dehydrogenase Internal"
"YML120C","1542","2005","NADH Dehydrogenase Internal"
"YML120C","1542","2100","NADH Dehydrogenase Internal"
"YML121W","933","1161","GTp binding protein Resemblance"
"YML121W","933","1178","GTp binding protein Resemblance"
"YML121W","933","1184","GTp binding protein Resemblance"
"YML121W","933","1236","GTp binding protein Resemblance"
"YML121W","933","1250","GTp binding protein Resemblance"
"YML121W","933","1339","GTp binding protein Resemblance"
"YML121W","933","1411","GTp binding protein Resemblance"
"YML122C","381","605",""
"YML122C","381","2138",""
"YML123C","1764","1875","PHOsphate metabolism"
"YML123C","1764","1901","PHOsphate metabolism"
"YML123C","1764","1913","PHOsphate metabolism"
"YML123C","1764","1918","PHOsphate metabolism"
"YML123C","1764","1925","PHOsphate metabolism"
"YML123C","1764","1933","PHOsphate metabolism"
"YML123C","1764","2028","PHOsphate metabolism"
"YML123C","1764","2033","PHOsphate metabolism"
"YML124C","1636","1782","TUBulin"
"YML124C","1636","1814","TUBulin"
"YML124C","1636","1827","TUBulin"
"YML125C","939","1025","Processing of Gas1p and ALP"
"YML125C","939","1030","Processing of Gas1p and ALP"
"YML125C","939","1030","Processing of Gas1p and ALP"
"YML125C","939","1039","Processing of Gas1p and ALP"
"YML125C","939","1044","Processing of Gas1p and ALP"
"YML125C","939","1044","Processing of Gas1p and ALP"
"YML125C","939","1058","Processing of Gas1p and ALP"
"YML125C","939","1146","Processing of Gas1p and ALP"
"YML125C","939","1203","Processing of Gas1p and ALP"
"YML127W","1746","1997","Remodel the Structure of Chromatin"
"YML127W","1746","2002","Remodel the Structure of Chromatin"
"YML128C","1542","1739","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1748","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1754","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1754","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1761","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1769","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1793","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1833","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1884","Meiotic Sister-Chromatid recombination"
"YML128C","1542","1891","Meiotic Sister-Chromatid recombination"
"YML129C","213","385","Cytochrome c OXidase"
"YML129C","213","395","Cytochrome c OXidase"
"YML129C","213","400","Cytochrome c OXidase"
"YML129C","213","407","Cytochrome c OXidase"
"YML129C","213","409","Cytochrome c OXidase"
"YML129C","213","413","Cytochrome c OXidase"
"YML129C","213","414","Cytochrome c OXidase"
"YML129C","213","419","Cytochrome c OXidase"
"YML129C","213","424","Cytochrome c OXidase"
"YML129C","213","426","Cytochrome c OXidase"
"YML129C","213","431","Cytochrome c OXidase"
"YML129C","213","434","Cytochrome c OXidase"
"YML129C","213","437","Cytochrome c OXidase"
"YML129C","213","444","Cytochrome c OXidase"
"YML129C","213","444","Cytochrome c OXidase"
"YML129C","213","449","Cytochrome c OXidase"
"YML129C","213","454","Cytochrome c OXidase"
"YML129C","213","456","Cytochrome c OXidase"
"YML129C","213","459","Cytochrome c OXidase"
"YML129C","213","466","Cytochrome c OXidase"
"YML129C","213","472","Cytochrome c OXidase"
"YML129C","213","573","Cytochrome c OXidase"
"YML129C","213","587","Cytochrome c OXidase"
"YML130C","1692","1793","ER Oxidation or Endoplasmic Reticulum Oxidoreductin"
"YML130C","1692","1830","ER Oxidation or Endoplasmic Reticulum Oxidoreductin"
"YML130C","1692","1846","ER Oxidation or Endoplasmic Reticulum Oxidoreductin"
"YML130C","1692","1852","ER Oxidation or Endoplasmic Reticulum Oxidoreductin"
"YML130C","1692","1906","ER Oxidation or Endoplasmic Reticulum Oxidoreductin"
"YML130C","1692","1916","ER Oxidation or Endoplasmic Reticulum Oxidoreductin"
"YML131W","1098","1301",""
"YML131W","1098","1325",""
"YML131W","1098","1331",""
"YML131W","1098","1336",""
"YML131W","1098","1403",""
"YML131W","1098","1458",""
"YMR001C","2118","2665","Cell Division Cycle"
"YMR001C","2118","2683","Cell Division Cycle"
"YMR002W","471","722","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","744","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","749","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","755","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","760","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","768","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","773","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","788","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","797","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","803","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","1018","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR002W","471","1019","Mitochondrial Intermembrane space CX(n)C motif protein"
"YMR003W","597","699","Altered Inheritance rate of Mitochondria"
"YMR003W","597","704","Altered Inheritance rate of Mitochondria"
"YMR003W","597","723","Altered Inheritance rate of Mitochondria"
"YMR003W","597","900","Altered Inheritance rate of Mitochondria"
"YMR004W","1536","1780","Multi-copy suppressor of vps1"
"YMR004W","1536","1833","Multi-copy suppressor of vps1"
"YMR005W","1167","1293","TATA binding protein-Associated Factor"
"YMR005W","1167","1301","TATA binding protein-Associated Factor"
"YMR005W","1167","1361","TATA binding protein-Associated Factor"
"YMR005W","1167","1369","TATA binding protein-Associated Factor"
"YMR005W","1167","1377","TATA binding protein-Associated Factor"
"YMR005W","1167","1380","TATA binding protein-Associated Factor"
"YMR005W","1167","1420","TATA binding protein-Associated Factor"
"YMR006C","2121","2265","PhosphoLipase B"
"YMR006C","2121","2301","PhosphoLipase B"
"YMR006C","2121","2383","PhosphoLipase B"
"YMR007W","381","582",""
"YMR007W","381","584",""
"YMR008C","1995","3083","PhosphoLipase B"
"YMR008C","1995","3207","PhosphoLipase B"
"YMR009W","540","654","Acireductone DIoxygenase"
"YMR009W","540","663","Acireductone DIoxygenase"
"YMR009W","540","668","Acireductone DIoxygenase"
"YMR009W","540","682","Acireductone DIoxygenase"
"YMR009W","540","687","Acireductone DIoxygenase"
"YMR009W","540","1535","Acireductone DIoxygenase"
"YMR009W","540","1604","Acireductone DIoxygenase"
"YMR010W","1218","1585","Antagonizes Neo1 Yeast phospholipid flippase"
"YMR010W","1218","1594","Antagonizes Neo1 Yeast phospholipid flippase"
"YMR010W","1218","1673","Antagonizes Neo1 Yeast phospholipid flippase"
"YMR010W","1218","1683","Antagonizes Neo1 Yeast phospholipid flippase"
"YMR010W","1218","1692","Antagonizes Neo1 Yeast phospholipid flippase"
"YMR010W","1218","1930","Antagonizes Neo1 Yeast phospholipid flippase"
"YMR010W","1218","1959","Antagonizes Neo1 Yeast phospholipid flippase"
"YMR011W","1626","1757","HeXose Transporter"
"YMR011W","1626","1765","HeXose Transporter"
"YMR011W","1626","1771","HeXose Transporter"
"YMR011W","1626","1776","HeXose Transporter"
"YMR011W","1626","1779","HeXose Transporter"
"YMR011W","1626","1784","HeXose Transporter"
"YMR011W","1626","1893","HeXose Transporter"
"YMR011W","1626","2253","HeXose Transporter"
"YMR012W","3834","4014","CLUstered mitochondria"
"YMR012W","3834","4096","CLUstered mitochondria"
"YMR012W","3834","4098","CLUstered mitochondria"
"YMR013C","1560","1698","SECretory"
"YMR013C-A","150","1600",""
"YMR013C-A","150","1745",""
"YMR013W-A","81","1119",""
"YMR013W-A","81","1141",""
"YMR014W","1560","1695","BUD site selection"
"YMR014W","1560","1730","BUD site selection"
"YMR014W","1560","1743","BUD site selection"
"YMR015C","1617","1809","ERGosterol biosynthesis"
"YMR015C","1617","1846","ERGosterol biosynthesis"
"YMR015C","1617","1855","ERGosterol biosynthesis"
"YMR015C","1617","1974","ERGosterol biosynthesis"
"YMR015C","1617","2001","ERGosterol biosynthesis"
"YMR016C","2358","2718","Suppressor Of Kinase"
"YMR016C","2358","2724","Suppressor Of Kinase"
"YMR017W","1194","1406","SPOrulation"
"YMR020W","1527","1633","Fenpropimorph-resistance Multicopy Suppressor"
"YMR020W","1527","1749","Fenpropimorph-resistance Multicopy Suppressor"
"YMR020W","1527","1749","Fenpropimorph-resistance Multicopy Suppressor"
"YMR021C","1254","1593","Metal binding ACtivator"
"YMR021C","1254","1600","Metal binding ACtivator"
"YMR022W","498","592","UBiquitin-Conjugating enzyme"
"YMR022W","498","598","UBiquitin-Conjugating enzyme"
"YMR022W","498","606","UBiquitin-Conjugating enzyme"
"YMR022W","498","608","UBiquitin-Conjugating enzyme"
